PaymentMethodID,Type,Description,AccountID
613,Digital Wallet,PayPal/Apple Pay/Google Pay,135
614,Wire Transfer,Electronic wire transfer,235
615,Wire Transfer,Electronic wire transfer,348
616,Credit Card,Visa/MasterCard/Amex processing,1103
617,Wire Transfer,Electronic wire transfer,77
618,ACH Transfer,Automated clearing house,1348
619,ACH Transfer,Automated clearing house,1164
620,Cash Payment,Cash processing,1847
621,ACH Transfer,Automated clearing house,547
622,Credit Card,Visa/MasterCard/Amex processing,1426
623,ACH Transfer,Automated clearing house,1205
624,Credit Card,Visa/MasterCard/Amex processing,649
625,ACH Transfer,Automated clearing house,1169
626,ACH Transfer,Automated clearing house,661
627,Cash Payment,Cash processing,201
628,ACH Transfer,Automated clearing house,205
629,Digital Wallet,PayPal/Apple Pay/Google Pay,1383
630,Debit Card,Direct debit transaction,689
631,ACH Transfer,Automated clearing house,1030
632,Digital Wallet,PayPal/Apple Pay/Google Pay,696
633,Debit Card,Direct debit transaction,1260
634,Wire Transfer,Electronic wire transfer,745
635,ACH Transfer,Automated clearing house,414
636,ACH Transfer,Automated clearing house,1302
637,Credit Card,Visa/MasterCard/Amex processing,1722
638,Cash Payment,Cash processing,439
639,Wire Transfer,Electronic wire transfer,544
640,Credit Card,Visa/MasterCard/Amex processing,609
641,Cash Payment,Cash processing,824
642,Debit Card,Direct debit transaction,1280
643,Digital Wallet,PayPal/Apple Pay/Google Pay,1962
644,Credit Card,Visa/MasterCard/Amex processing,1470
645,Cash Payment,Cash processing,195
646,Cash Payment,Cash processing,690
647,Wire Transfer,Electronic wire transfer,138
648,Cash Payment,Cash processing,1641
649,Cash Payment,Cash processing,974
650,ACH Transfer,Automated clearing house,430
651,Wire Transfer,Electronic wire transfer,1630
652,Credit Card,Visa/MasterCard/Amex processing,1335
653,Wire Transfer,Electronic wire transfer,1034
654,Wire Transfer,Electronic wire transfer,887
655,Digital Wallet,PayPal/Apple Pay/Google Pay,1106
656,Wire Transfer,Electronic wire transfer,410
657,ACH Transfer,Automated clearing house,824
658,Wire Transfer,Electronic wire transfer,1280
659,Cash Payment,Cash processing,929
660,Digital Wallet,PayPal/Apple Pay/Google Pay,1564
661,Cash Payment,Cash processing,370
662,Credit Card,Visa/MasterCard/Amex processing,1286
663,Digital Wallet,PayPal/Apple Pay/Google Pay,1058
664,Debit Card,Direct debit transaction,1182
665,ACH Transfer,Automated clearing house,437
666,Digital Wallet,PayPal/Apple Pay/Google Pay,1971
667,Digital Wallet,PayPal/Apple Pay/Google Pay,1922
668,ACH Transfer,Automated clearing house,549
669,Digital Wallet,PayPal/Apple Pay/Google Pay,1092
670,Cash Payment,Cash processing,1747
671,ACH Transfer,Automated clearing house,1915
672,Cash Payment,Cash processing,1489
673,Digital Wallet,PayPal/Apple Pay/Google Pay,123
674,Cash Payment,Cash processing,411
675,Wire Transfer,Electronic wire transfer,948
676,Debit Card,Direct debit transaction,493
677,Debit Card,Direct debit transaction,1529
678,Digital Wallet,PayPal/Apple Pay/Google Pay,1568
679,Wire Transfer,Electronic wire transfer,1729
680,ACH Transfer,Automated clearing house,841
681,Wire Transfer,Electronic wire transfer,1762
682,Credit Card,Visa/MasterCard/Amex processing,1299
683,Debit Card,Direct debit transaction,1733
684,ACH Transfer,Automated clearing house,547
685,Wire Transfer,Electronic wire transfer,1324
686,Debit Card,Direct debit transaction,526
687,Digital Wallet,PayPal/Apple Pay/Google Pay,1232
688,Debit Card,Direct debit transaction,832
689,Debit Card,Direct debit transaction,233
690,Debit Card,Direct debit transaction,394
691,Credit Card,Visa/MasterCard/Amex processing,503
692,Wire Transfer,Electronic wire transfer,951
693,ACH Transfer,Automated clearing house,1147
694,ACH Transfer,Automated clearing house,865
695,Digital Wallet,PayPal/Apple Pay/Google Pay,1855
696,Credit Card,Visa/MasterCard/Amex processing,414
697,Debit Card,Direct debit transaction,559
698,Debit Card,Direct debit transaction,60
699,Wire Transfer,Electronic wire transfer,1618
700,Wire Transfer,Electronic wire transfer,1349
701,Cash Payment,Cash processing,361
702,Digital Wallet,PayPal/Apple Pay/Google Pay,1746
703,Credit Card,Visa/MasterCard/Amex processing,1974
704,Digital Wallet,PayPal/Apple Pay/Google Pay,996
705,Credit Card,Visa/MasterCard/Amex processing,114
706,Credit Card,Visa/MasterCard/Amex processing,643
707,Cash Payment,Cash processing,611
708,Credit Card,Visa/MasterCard/Amex processing,1845
709,ACH Transfer,Automated clearing house,1837
710,Wire Transfer,Electronic wire transfer,1376
711,Digital Wallet,PayPal/Apple Pay/Google Pay,1814
712,Credit Card,Visa/MasterCard/Amex processing,813
713,Digital Wallet,PayPal/Apple Pay/Google Pay,1726
714,Debit Card,Direct debit transaction,484
715,Credit Card,Visa/MasterCard/Amex processing,1170
716,Digital Wallet,PayPal/Apple Pay/Google Pay,1025
717,Credit Card,Visa/MasterCard/Amex processing,1069
718,Digital Wallet,PayPal/Apple Pay/Google Pay,1698
719,Cash Payment,Cash processing,1945
720,Cash Payment,Cash processing,516
721,ACH Transfer,Automated clearing house,1812
722,Credit Card,Visa/MasterCard/Amex processing,488
723,Cash Payment,Cash processing,251
724,Wire Transfer,Electronic wire transfer,675
725,Cash Payment,Cash processing,1510
726,ACH Transfer,Automated clearing house,1651
727,Digital Wallet,PayPal/Apple Pay/Google Pay,1524
728,Debit Card,Direct debit transaction,1916
729,ACH Transfer,Automated clearing house,447
730,Debit Card,Direct debit transaction,219
731,Debit Card,Direct debit transaction,439
732,Wire Transfer,Electronic wire transfer,901
733,ACH Transfer,Automated clearing house,521
734,Cash Payment,Cash processing,115
735,ACH Transfer,Automated clearing house,1093
736,Wire Transfer,Electronic wire transfer,1433
737,Credit Card,Visa/MasterCard/Amex processing,649
738,Cash Payment,Cash processing,868
739,ACH Transfer,Automated clearing house,1399
740,Debit Card,Direct debit transaction,1973
741,Wire Transfer,Electronic wire transfer,1802
742,Debit Card,Direct debit transaction,744
743,ACH Transfer,Automated clearing house,1466
744,Wire Transfer,Electronic wire transfer,1683
745,Wire Transfer,Electronic wire transfer,44
746,Digital Wallet,PayPal/Apple Pay/Google Pay,1981
747,Cash Payment,Cash processing,72
748,Digital Wallet,PayPal/Apple Pay/Google Pay,1357
749,Credit Card,Visa/MasterCard/Amex processing,1415
750,Digital Wallet,PayPal/Apple Pay/Google Pay,491
751,Wire Transfer,Electronic wire transfer,1132
752,ACH Transfer,Automated clearing house,634
753,Digital Wallet,PayPal/Apple Pay/Google Pay,1963
754,Digital Wallet,PayPal/Apple Pay/Google Pay,744
755,Digital Wallet,PayPal/Apple Pay/Google Pay,250
756,Cash Payment,Cash processing,1776
757,Debit Card,Direct debit transaction,1757
758,ACH Transfer,Automated clearing house,796
759,Credit Card,Visa/MasterCard/Amex processing,1864
760,ACH Transfer,Automated clearing house,1900
761,Wire Transfer,Electronic wire transfer,617
762,Credit Card,Visa/MasterCard/Amex processing,1918
763,Debit Card,Direct debit transaction,610
764,Debit Card,Direct debit transaction,1761
765,Debit Card,Direct debit transaction,1876
766,ACH Transfer,Automated clearing house,1294
767,Wire Transfer,Electronic wire transfer,1802
768,Digital Wallet,PayPal/Apple Pay/Google Pay,833
769,Credit Card,Visa/MasterCard/Amex processing,562
770,Credit Card,Visa/MasterCard/Amex processing,1686
771,ACH Transfer,Automated clearing house,965
772,Digital Wallet,PayPal/Apple Pay/Google Pay,846
773,Wire Transfer,Electronic wire transfer,1470
774,ACH Transfer,Automated clearing house,1796
775,Credit Card,Visa/MasterCard/Amex processing,1689
776,Debit Card,Direct debit transaction,1431
777,Wire Transfer,Electronic wire transfer,1037
778,Credit Card,Visa/MasterCard/Amex processing,721
779,ACH Transfer,Automated clearing house,1234
780,Digital Wallet,PayPal/Apple Pay/Google Pay,1666
781,Cash Payment,Cash processing,1511
782,Wire Transfer,Electronic wire transfer,929
783,Digital Wallet,PayPal/Apple Pay/Google Pay,57
784,Credit Card,Visa/MasterCard/Amex processing,1314
785,Digital Wallet,PayPal/Apple Pay/Google Pay,377
786,Digital Wallet,PayPal/Apple Pay/Google Pay,909
787,Digital Wallet,PayPal/Apple Pay/Google Pay,279
788,Credit Card,Visa/MasterCard/Amex processing,821
789,Debit Card,Direct debit transaction,1287
790,Wire Transfer,Electronic wire transfer,643
791,Cash Payment,Cash processing,169
792,Credit Card,Visa/MasterCard/Amex processing,324
793,Debit Card,Direct debit transaction,1058
794,Digital Wallet,PayPal/Apple Pay/Google Pay,1986
795,Digital Wallet,PayPal/Apple Pay/Google Pay,1563
796,Debit Card,Direct debit transaction,1735
797,Cash Payment,Cash processing,1405
798,ACH Transfer,Automated clearing house,1624
799,Wire Transfer,Electronic wire transfer,925
800,ACH Transfer,Automated clearing house,1789
801,Digital Wallet,PayPal/Apple Pay/Google Pay,274
802,Wire Transfer,Electronic wire transfer,356
803,Digital Wallet,PayPal/Apple Pay/Google Pay,1215
804,Wire Transfer,Electronic wire transfer,1638
805,Wire Transfer,Electronic wire transfer,407
806,Credit Card,Visa/MasterCard/Amex processing,849
807,Wire Transfer,Electronic wire transfer,373
808,ACH Transfer,Automated clearing house,1795
809,ACH Transfer,Automated clearing house,1935
810,Cash Payment,Cash processing,460
811,Credit Card,Visa/MasterCard/Amex processing,1942
812,Credit Card,Visa/MasterCard/Amex processing,1891
813,Cash Payment,Cash processing,1326
814,Cash Payment,Cash processing,1284
815,Debit Card,Direct debit transaction,1858
816,Credit Card,Visa/MasterCard/Amex processing,1996
817,ACH Transfer,Automated clearing house,407
818,Wire Transfer,Electronic wire transfer,1437
819,Debit Card,Direct debit transaction,102
820,ACH Transfer,Automated clearing house,1266
821,ACH Transfer,Automated clearing house,1230
822,Wire Transfer,Electronic wire transfer,306
823,Credit Card,Visa/MasterCard/Amex processing,1963
824,Wire Transfer,Electronic wire transfer,349
825,Cash Payment,Cash processing,241
826,Credit Card,Visa/MasterCard/Amex processing,1472
827,Cash Payment,Cash processing,892
828,ACH Transfer,Automated clearing house,1695
829,Digital Wallet,PayPal/Apple Pay/Google Pay,1013
830,Credit Card,Visa/MasterCard/Amex processing,460
831,Digital Wallet,PayPal/Apple Pay/Google Pay,417
832,Debit Card,Direct debit transaction,1938
833,Wire Transfer,Electronic wire transfer,590
834,Digital Wallet,PayPal/Apple Pay/Google Pay,1013
835,ACH Transfer,Automated clearing house,267
836,ACH Transfer,Automated clearing house,1754
837,Debit Card,Direct debit transaction,1229
838,Debit Card,Direct debit transaction,1688
839,Wire Transfer,Electronic wire transfer,1489
840,Digital Wallet,PayPal/Apple Pay/Google Pay,388
841,ACH Transfer,Automated clearing house,370
842,ACH Transfer,Automated clearing house,1623
843,Debit Card,Direct debit transaction,59
844,Wire Transfer,Electronic wire transfer,2000
845,Wire Transfer,Electronic wire transfer,483
846,Cash Payment,Cash processing,924
847,Debit Card,Direct debit transaction,758
848,Cash Payment,Cash processing,1402
849,Digital Wallet,PayPal/Apple Pay/Google Pay,939
850,Credit Card,Visa/MasterCard/Amex processing,22
851,ACH Transfer,Automated clearing house,273
852,Wire Transfer,Electronic wire transfer,1996
853,Digital Wallet,PayPal/Apple Pay/Google Pay,815
854,Digital Wallet,PayPal/Apple Pay/Google Pay,435
855,Digital Wallet,PayPal/Apple Pay/Google Pay,786
856,Digital Wallet,PayPal/Apple Pay/Google Pay,867
857,Digital Wallet,PayPal/Apple Pay/Google Pay,1224
858,Wire Transfer,Electronic wire transfer,150
859,Credit Card,Visa/MasterCard/Amex processing,1141
860,Credit Card,Visa/MasterCard/Amex processing,107
861,Wire Transfer,Electronic wire transfer,1907
862,Debit Card,Direct debit transaction,965
863,Wire Transfer,Electronic wire transfer,1242
864,Digital Wallet,PayPal/Apple Pay/Google Pay,1981
865,Cash Payment,Cash processing,1454
866,Digital Wallet,PayPal/Apple Pay/Google Pay,1659
867,Credit Card,Visa/MasterCard/Amex processing,11
868,Wire Transfer,Electronic wire transfer,1034
869,Cash Payment,Cash processing,781
870,Wire Transfer,Electronic wire transfer,809
871,Digital Wallet,PayPal/Apple Pay/Google Pay,760
872,Debit Card,Direct debit transaction,1983
873,Cash Payment,Cash processing,85
874,Cash Payment,Cash processing,368
875,Wire Transfer,Electronic wire transfer,348
876,Cash Payment,Cash processing,1010
877,Wire Transfer,Electronic wire transfer,1798
878,ACH Transfer,Automated clearing house,271
879,Credit Card,Visa/MasterCard/Amex processing,650
880,Digital Wallet,PayPal/Apple Pay/Google Pay,1087
881,ACH Transfer,Automated clearing house,291
882,Wire Transfer,Electronic wire transfer,240
883,Wire Transfer,Electronic wire transfer,91
884,Debit Card,Direct debit transaction,1023
885,Wire Transfer,Electronic wire transfer,1532
886,Wire Transfer,Electronic wire transfer,1897
887,ACH Transfer,Automated clearing house,580
888,Wire Transfer,Electronic wire transfer,1256
889,Wire Transfer,Electronic wire transfer,1059
890,Wire Transfer,Electronic wire transfer,893
891,Debit Card,Direct debit transaction,647
892,Digital Wallet,PayPal/Apple Pay/Google Pay,1007
893,Debit Card,Direct debit transaction,1139
894,Digital Wallet,PayPal/Apple Pay/Google Pay,1304
895,ACH Transfer,Automated clearing house,109
896,Debit Card,Direct debit transaction,305
897,Credit Card,Visa/MasterCard/Amex processing,471
898,Debit Card,Direct debit transaction,74
899,ACH Transfer,Automated clearing house,533
900,Debit Card,Direct debit transaction,1446
901,ACH Transfer,Automated clearing house,894
902,Credit Card,Visa/MasterCard/Amex processing,1834
903,ACH Transfer,Automated clearing house,84
904,ACH Transfer,Automated clearing house,731
905,Digital Wallet,PayPal/Apple Pay/Google Pay,1149
906,ACH Transfer,Automated clearing house,938
907,ACH Transfer,Automated clearing house,231
908,Digital Wallet,PayPal/Apple Pay/Google Pay,1776
909,Debit Card,Direct debit transaction,254
910,Wire Transfer,Electronic wire transfer,192
911,Debit Card,Direct debit transaction,1779
912,Wire Transfer,Electronic wire transfer,370
913,Debit Card,Direct debit transaction,1536
914,Cash Payment,Cash processing,1685
915,Wire Transfer,Electronic wire transfer,1154
916,Digital Wallet,PayPal/Apple Pay/Google Pay,1200
917,Debit Card,Direct debit transaction,1196
918,Credit Card,Visa/MasterCard/Amex processing,1078
919,Cash Payment,Cash processing,370
920,ACH Transfer,Automated clearing house,1886
921,Credit Card,Visa/MasterCard/Amex processing,505
922,ACH Transfer,Automated clearing house,1387
923,Credit Card,Visa/MasterCard/Amex processing,1818
924,Wire Transfer,Electronic wire transfer,54
925,Wire Transfer,Electronic wire transfer,1396
926,Digital Wallet,PayPal/Apple Pay/Google Pay,250
927,ACH Transfer,Automated clearing house,766
928,Cash Payment,Cash processing,1903
929,Credit Card,Visa/MasterCard/Amex processing,1715
930,Wire Transfer,Electronic wire transfer,315
931,Credit Card,Visa/MasterCard/Amex processing,167
932,ACH Transfer,Automated clearing house,1702
933,Digital Wallet,PayPal/Apple Pay/Google Pay,1351
934,ACH Transfer,Automated clearing house,930
935,Digital Wallet,PayPal/Apple Pay/Google Pay,1957
936,Wire Transfer,Electronic wire transfer,1217
937,Digital Wallet,PayPal/Apple Pay/Google Pay,12
938,Wire Transfer,Electronic wire transfer,1987
939,Credit Card,Visa/MasterCard/Amex processing,1344
940,Cash Payment,Cash processing,1948
941,ACH Transfer,Automated clearing house,666
942,Digital Wallet,PayPal/Apple Pay/Google Pay,1504
943,Cash Payment,Cash processing,265
944,Debit Card,Direct debit transaction,1768
945,Credit Card,Visa/MasterCard/Amex processing,1642
946,Digital Wallet,PayPal/Apple Pay/Google Pay,580
947,Wire Transfer,Electronic wire transfer,1635
948,Credit Card,Visa/MasterCard/Amex processing,1524
949,Credit Card,Visa/MasterCard/Amex processing,1121
950,Cash Payment,Cash processing,782
951,Credit Card,Visa/MasterCard/Amex processing,817
952,Wire Transfer,Electronic wire transfer,365
953,Debit Card,Direct debit transaction,1977
954,ACH Transfer,Automated clearing house,183
955,Credit Card,Visa/MasterCard/Amex processing,1746
956,Debit Card,Direct debit transaction,334
957,ACH Transfer,Automated clearing house,1597
958,ACH Transfer,Automated clearing house,584
959,Digital Wallet,PayPal/Apple Pay/Google Pay,1542
960,Digital Wallet,PayPal/Apple Pay/Google Pay,316
961,Credit Card,Visa/MasterCard/Amex processing,612
962,ACH Transfer,Automated clearing house,1641
963,ACH Transfer,Automated clearing house,1508
964,Wire Transfer,Electronic wire transfer,1851
965,Digital Wallet,PayPal/Apple Pay/Google Pay,1236
966,Debit Card,Direct debit transaction,736
967,Digital Wallet,PayPal/Apple Pay/Google Pay,197
968,Wire Transfer,Electronic wire transfer,1050
969,Debit Card,Direct debit transaction,1003
970,ACH Transfer,Automated clearing house,1814
971,ACH Transfer,Automated clearing house,976
972,Wire Transfer,Electronic wire transfer,1154
973,Cash Payment,Cash processing,867
974,Credit Card,Visa/MasterCard/Amex processing,1550
975,ACH Transfer,Automated clearing house,1661
976,Wire Transfer,Electronic wire transfer,1258
977,Debit Card,Direct debit transaction,890
978,Digital Wallet,PayPal/Apple Pay/Google Pay,873
979,Credit Card,Visa/MasterCard/Amex processing,83
980,Cash Payment,Cash processing,700
981,ACH Transfer,Automated clearing house,1386
982,Debit Card,Direct debit transaction,1327
983,Digital Wallet,PayPal/Apple Pay/Google Pay,1462
984,Debit Card,Direct debit transaction,1907
985,ACH Transfer,Automated clearing house,1080
986,Digital Wallet,PayPal/Apple Pay/Google Pay,1326
987,Cash Payment,Cash processing,172
988,Wire Transfer,Electronic wire transfer,959
989,ACH Transfer,Automated clearing house,163
990,ACH Transfer,Automated clearing house,616
991,Debit Card,Direct debit transaction,262
992,Digital Wallet,PayPal/Apple Pay/Google Pay,1850
993,Wire Transfer,Electronic wire transfer,1724
994,Debit Card,Direct debit transaction,1072
995,ACH Transfer,Automated clearing house,606
996,Cash Payment,Cash processing,98
997,Cash Payment,Cash processing,157
998,Credit Card,Visa/MasterCard/Amex processing,1052
999,Credit Card,Visa/MasterCard/Amex processing,1046
1000,ACH Transfer,Automated clearing house,846
