TransactionID,Amount,Currency,Status,TransactionDate,SettlementDate,FromAccountID,ToAccountID,ClearingHouseID,PaymentMethodID
19711,137,JPY,Settled,2024-06-18,2024-06-20,1390,237,5,413
19712,89,CAD,Cleared,2024-03-10,2024-03-13,1354,831,5,2
19713,298,CAD,Settled,2023-09-01,2023-09-04,930,254,1,745
19714,34,JPY,Settled,2024-12-05,2024-12-07,230,381,2,730
19715,92,CAD,Settled,2024-11-01,2024-11-03,261,1235,6,584
19716,41,GBP,Pending,2025-02-27,2025-02-28,1049,875,4,156
19717,91,GBP,Settled,2024-01-28,2024-01-30,1818,1407,4,471
19718,845,CAD,Settled,2025-05-04,2025-05-06,476,349,1,937
19719,38,EUR,Cleared,2025-01-09,2025-01-10,984,1877,1,873
19720,45,JPY,Settled,2024-11-26,2024-11-28,1591,1960,5,803
19721,52,EUR,Cleared,2023-07-11,2023-07-12,373,462,2,255
19722,672,CAD,Settled,2024-04-26,2024-04-27,1314,886,6,739
19723,55,EUR,Settled,2025-06-12,2025-06-13,1806,1977,4,167
19724,43003,JPY,Settled,2024-10-29,2024-11-01,42,1507,2,934
19725,166,JPY,Cleared,2024-07-09,2024-07-10,1592,831,5,867
19726,102,USD,Cleared,2024-03-26,2024-03-27,114,1262,3,787
19727,85,EUR,Cleared,2024-10-05,2024-10-07,1425,574,3,902
19728,750,JPY,Pending,2024-12-04,2024-12-07,1246,345,4,919
19729,5369,GBP,Pending,2025-03-20,2025-03-23,1425,490,3,902
19730,78,EUR,Cleared,2024-05-28,2024-05-30,672,1910,4,509
19731,43,USD,Cleared,2025-04-09,2025-04-11,66,582,2,654
19732,19,EUR,Settled,2024-04-08,2024-04-10,410,1119,7,704
19733,11202,JPY,Settled,2023-11-28,2023-11-29,1962,1991,7,93
19734,22,GBP,Cleared,2024-06-15,2024-06-18,1503,1209,2,318
19735,878,CAD,Settled,2024-08-21,2024-08-24,1423,981,6,519
19736,15,USD,Settled,2025-05-24,2025-05-25,1940,806,5,177
19737,32587,JPY,Cleared,2024-06-07,2024-06-10,1480,1173,6,909
19738,844,GBP,Cleared,2024-07-31,2024-08-02,1964,1615,5,479
19739,72,JPY,Settled,2024-09-07,2024-09-10,564,36,7,957
19740,43,EUR,Cleared,2025-06-26,2025-06-28,1955,764,6,55
19741,321,USD,Cleared,2024-10-29,2024-10-31,334,1855,3,119
19742,78,CAD,Cleared,2025-05-28,2025-05-31,21,1516,3,801
19743,40,CAD,Settled,2025-05-16,2025-05-17,1211,1776,1,733
19744,702,GBP,Settled,2025-03-07,2025-03-10,693,804,7,466
19745,73,CAD,Settled,2025-03-23,2025-03-26,126,331,2,942
19746,551,GBP,Cleared,2024-08-11,2024-08-13,652,828,3,818
19747,69,CAD,Cancelled,2025-01-16,2025-01-19,540,1366,3,6
19748,535,USD,Settled,2024-09-26,2024-09-29,1354,759,5,764
19749,184,EUR,Cancelled,2025-01-16,2025-01-19,1201,145,5,786
19750,90,USD,Settled,2025-03-18,2025-03-21,1582,983,7,58
19751,754,CAD,Cleared,2024-12-22,2024-12-25,1916,389,3,244
19752,43,USD,Settled,2024-12-04,2024-12-06,801,299,7,299
19753,1,EUR,Cleared,2024-07-08,2024-07-11,1305,860,7,77
19754,41,JPY,Cleared,2024-03-01,2024-03-04,1561,378,2,991
19755,97,CAD,Settled,2025-03-22,2025-03-24,698,1515,1,196
19756,46,CAD,Cleared,2024-10-29,2024-11-01,1561,1733,2,991
19757,13,CAD,Settled,2025-06-18,2025-06-20,1282,869,7,122
19758,46102,USD,Settled,2024-10-03,2024-10-04,633,70,2,377
19759,27,USD,Settled,2025-03-11,2025-03-14,31,221,5,118
19760,26907,JPY,Cancelled,2025-05-08,2025-05-09,515,458,3,577
19761,10,JPY,Cancelled,2024-11-03,2024-11-05,1275,1406,6,791
19762,29831,EUR,Settled,2024-03-13,2024-03-14,1964,1101,5,479
19763,696,CAD,Settled,2024-05-12,2024-05-13,898,660,6,667
19764,58,EUR,Settled,2024-05-09,2024-05-10,183,196,3,393
19765,13743,JPY,Settled,2025-05-01,2025-05-02,1980,1485,6,799
19766,11113,EUR,Settled,2024-08-03,2024-08-04,730,1459,2,387
19767,78,EUR,Settled,2024-11-29,2024-12-01,1251,1586,5,581
19768,3,CAD,Cleared,2024-02-04,2024-02-05,442,559,4,670
19769,23197,EUR,Settled,2024-04-11,2024-04-14,1382,344,3,49
19770,448,JPY,Settled,2024-10-08,2024-10-11,539,1092,6,512
19771,954,CAD,Cleared,2024-11-16,2024-11-18,1841,530,3,952
19772,60,GBP,Settled,2024-10-07,2024-10-09,171,98,4,363
19773,7,JPY,Settled,2024-08-15,2024-08-16,781,835,3,601
19774,63,CAD,Settled,2025-07-28,2025-07-30,714,779,6,355
19775,86,JPY,Cleared,2024-10-01,2024-10-03,874,471,2,634
19776,14,GBP,Settled,2025-01-28,2025-01-29,1453,284,4,935
19777,34152,GBP,Settled,2024-12-19,2024-12-22,720,132,3,375
19778,90,EUR,Cleared,2025-02-15,2025-02-17,1926,1037,7,62
19779,11148,GBP,Settled,2025-03-29,2025-03-30,1174,505,2,440
19780,90,EUR,Cleared,2024-10-26,2024-10-29,840,696,3,32
19781,17149,CAD,Cleared,2024-11-14,2024-11-17,1566,764,6,866
19782,34,GBP,Pending,2025-01-01,2025-01-03,847,1877,1,230
19783,73,GBP,Settled,2024-08-15,2024-08-16,573,979,3,744
19784,40,JPY,Cleared,2024-07-17,2024-07-18,1390,1279,5,413
19785,819,USD,Cleared,2025-04-24,2025-04-26,301,1559,4,738
19786,699,GBP,Settled,2024-08-13,2024-08-15,826,1468,1,439
19787,177,JPY,Settled,2024-12-31,2025-01-02,1305,1583,7,77
19788,28488,JPY,Cleared,2024-11-03,2024-11-06,340,1280,2,495
19789,40309,JPY,Settled,2025-05-22,2025-05-25,1211,1424,1,733
19790,22,USD,Settled,2025-05-10,2025-05-11,327,50,2,617
19791,48,USD,Cleared,2025-01-16,2025-01-18,1012,1965,5,148
19792,43,GBP,Cleared,2025-02-13,2025-02-16,1833,896,5,893
19793,7,JPY,Cleared,2025-01-25,2025-01-28,1160,205,4,43
19794,486,CAD,Settled,2024-06-18,2024-06-20,1056,381,2,600
19795,228,USD,Settled,2024-09-06,2024-09-07,231,103,4,237
19796,62,JPY,Settled,2024-10-05,2024-10-08,1680,660,6,168
19797,2336,JPY,Settled,2024-07-31,2024-08-02,688,718,6,566
19798,13892,CAD,Settled,2024-08-08,2024-08-09,843,962,7,710
19799,344,GBP,Cleared,2024-04-18,2024-04-19,814,376,3,497
19800,569,JPY,Pending,2025-01-24,2025-01-26,1745,1110,6,788
19801,543,EUR,Cancelled,2024-02-05,2024-02-07,360,71,1,411
19802,75,USD,Settled,2024-06-11,2024-06-13,1308,1759,7,430
19803,5,EUR,Cancelled,2025-03-21,2025-03-23,883,204,3,712
19804,13,JPY,Cleared,2024-11-14,2024-11-15,957,145,5,42
19805,86,EUR,Cleared,2025-05-17,2025-05-18,1179,1615,5,911
19806,72,USD,Settled,2024-09-15,2024-09-18,749,1335,5,322
19807,30,CAD,Pending,2024-11-01,2024-11-03,984,1775,1,873
19808,68,EUR,Settled,2024-01-09,2024-01-12,800,943,7,959
19809,6895,CAD,Settled,2024-04-09,2024-04-11,1047,1578,2,234
19810,10,EUR,Settled,2024-11-22,2024-11-24,873,287,6,66
19811,18,GBP,Settled,2025-01-28,2025-01-30,1479,869,7,673
19812,559,USD,Pending,2024-02-05,2024-02-08,618,794,5,708
19813,10,JPY,Settled,2024-08-09,2024-08-12,887,875,4,676
19814,82,CAD,Cancelled,2024-08-14,2024-08-17,1661,378,2,761
19815,78,JPY,Settled,2025-06-13,2025-06-14,181,1766,7,261
19816,330,EUR,Settled,2025-05-23,2025-05-26,126,1219,2,942
19817,119,JPY,Cleared,2024-11-20,2024-11-23,871,1643,4,189
19818,56,GBP,Settled,2025-04-25,2025-04-28,918,967,1,297
19819,15,CAD,Cleared,2024-07-20,2024-07-22,1174,991,2,440
19820,12,GBP,Settled,2024-08-08,2024-08-11,1061,1783,3,292
19821,45,USD,Settled,2024-12-14,2024-12-16,1741,136,1,383
19822,2,EUR,Settled,2025-03-28,2025-03-31,938,188,2,233
19823,25886,GBP,Settled,2024-12-22,2024-12-25,1100,1161,6,16
19824,51,EUR,Failed,2025-04-22,2025-04-25,51,919,4,99
19825,50,GBP,Settled,2025-02-02,2025-02-04,1371,1307,1,133
19826,1,CAD,Pending,2024-11-25,2024-11-28,720,535,3,375
19827,44,EUR,Settled,2025-02-23,2025-02-26,1914,1104,4,180
19828,84,USD,Pending,2024-06-21,2024-06-24,1433,1376,4,776
19829,95,EUR,Cleared,2024-10-26,2024-10-28,351,1250,7,27
19830,6,EUR,Settled,2024-08-08,2024-08-11,133,1381,1,212
19831,15591,JPY,Settled,2024-08-24,2024-08-27,1833,906,5,893
19832,868,JPY,Settled,2025-05-17,2025-05-20,837,140,4,671
19833,20648,JPY,Settled,2025-04-14,2025-04-16,899,1069,1,930
19834,1964,USD,Cleared,2025-01-01,2025-01-04,1753,553,5,855
19835,76,EUR,Cancelled,2024-07-11,2024-07-12,644,569,5,202
19836,67,CAD,Settled,2024-09-15,2024-09-17,1806,1172,4,167
19837,64,CAD,Settled,2024-07-28,2024-07-29,1312,721,5,837
19838,11,EUR,Settled,2023-10-14,2023-10-15,486,845,6,612
19839,43,JPY,Cleared,2024-12-22,2024-12-25,1308,1583,7,430
19840,526,GBP,Cleared,2024-08-13,2024-08-15,322,1417,7,161
19841,42082,GBP,Settled,2025-05-21,2025-05-24,1570,1039,7,811
19842,250,GBP,Settled,2025-02-01,2025-02-04,668,492,1,445
19843,55,CAD,Settled,2025-03-30,2025-04-01,1056,39,2,600
19844,43,JPY,Pending,2023-12-15,2023-12-18,1980,1628,6,799
19845,164,GBP,Cleared,2025-03-05,2025-03-08,442,369,4,670
19846,94,EUR,Settled,2024-12-19,2024-12-20,1647,507,5,747
19847,48,CAD,Settled,2025-03-06,2025-03-08,668,194,1,445
19848,437,GBP,Settled,2024-04-20,2024-04-22,1958,295,2,910
19849,21,EUR,Cancelled,2024-11-17,2024-11-19,1480,1605,6,909
19850,905,JPY,Settled,2025-02-12,2025-02-15,1457,198,2,398
19851,91,EUR,Cleared,2023-12-09,2023-12-10,375,1889,2,861
19852,47,GBP,Settled,2024-12-10,2024-12-13,1916,113,3,244
19853,89,JPY,Settled,2025-05-15,2025-05-18,1792,678,3,264
19854,63,EUR,Cleared,2025-01-28,2025-01-30,739,1319,7,79
19855,46156,JPY,Settled,2024-09-12,2024-09-15,877,458,3,386
19856,17636,GBP,Cleared,2024-11-22,2024-11-23,1073,1381,1,340
19857,8920,GBP,Settled,2024-04-18,2024-04-21,1184,267,6,364
19858,61,USD,Cancelled,2024-12-03,2024-12-04,1471,1041,5,33
19859,5,JPY,Settled,2024-03-13,2024-03-14,405,569,5,853
19860,869,GBP,Settled,2025-01-15,2025-01-17,840,1473,3,912
19861,994,GBP,Settled,2025-01-29,2025-02-01,1203,465,5,170
19862,16365,JPY,Failed,2024-11-25,2024-11-27,1088,1612,6,403
19863,89,CAD,Pending,2025-01-19,2025-01-20,181,687,7,261
19864,861,USD,Settled,2025-05-11,2025-05-14,340,363,2,495
19865,38984,CAD,Settled,2024-12-12,2024-12-13,930,728,1,745
19866,1,CAD,Settled,2025-04-22,2025-04-23,21,828,3,801
19867,49,USD,Settled,2024-10-29,2024-10-31,283,1624,2,538
19868,44036,EUR,Settled,2025-06-17,2025-06-20,114,291,3,787
19869,21462,GBP,Settled,2024-12-22,2024-12-25,1088,1256,6,403
19870,682,CAD,Settled,2025-01-18,2025-01-19,872,420,7,268
19871,97,GBP,Pending,2024-06-25,2024-06-27,306,900,5,352
19872,67,CAD,Cleared,2024-10-03,2024-10-05,1403,1678,6,397
19873,21443,JPY,Settled,2025-03-17,2025-03-18,1749,1188,5,549
19874,21816,USD,Settled,2023-10-14,2023-10-15,1989,448,7,468
19875,54,GBP,Settled,2024-10-16,2024-10-19,1067,1655,6,998
19876,39,GBP,Cleared,2025-03-02,2025-03-05,668,468,1,445
19877,693,EUR,Settled,2024-11-22,2024-11-23,544,804,7,289
19878,3009,JPY,Settled,2024-07-19,2024-07-21,1679,1077,7,684
19879,5,GBP,Settled,2025-02-25,2025-02-28,698,1524,1,196
19880,69,CAD,Cancelled,2025-02-12,2025-02-14,602,1451,1,701
19881,15054,JPY,Settled,2024-08-07,2024-08-10,1764,1024,6,785
19882,64,CAD,Settled,2024-04-29,2024-05-02,1833,264,5,893
19883,27,JPY,Cleared,2025-03-05,2025-03-07,602,736,1,701
19884,765,CAD,Settled,2025-03-22,2025-03-25,379,1226,7,962
19885,13,USD,Settled,2025-02-09,2025-02-12,1820,1823,1,489
19886,38,USD,Settled,2025-02-19,2025-02-22,230,954,2,730
19887,648,EUR,Cleared,2025-05-19,2025-05-22,1184,543,6,364
19888,890,USD,Settled,2023-12-08,2023-12-09,578,161,1,905
19889,21,CAD,Cleared,2025-01-11,2025-01-14,673,280,1,463
19890,129,CAD,Cleared,2024-09-13,2024-09-15,690,1655,6,898
19891,9,USD,Settled,2024-11-21,2024-11-22,1742,265,6,48
19892,87,EUR,Cleared,2024-08-11,2024-08-13,644,959,5,202
19893,15988,USD,Settled,2023-12-10,2023-12-12,1179,581,5,307
19894,21819,CAD,Settled,2025-05-11,2025-05-14,11,61,4,569
19895,91,CAD,Settled,2025-02-14,2025-02-16,1666,1535,1,757
19896,549,GBP,Settled,2024-10-12,2024-10-14,1742,1048,6,48
19897,73,GBP,Settled,2024-11-06,2024-11-07,564,125,7,957
19898,21530,JPY,Settled,2024-05-15,2024-05-16,751,1930,3,516
19899,3,GBP,Failed,2025-04-07,2025-04-09,151,1872,2,101
19900,77,USD,Settled,2025-04-08,2025-04-09,166,1187,5,847
19901,37,EUR,Cancelled,2023-11-11,2023-11-12,1411,1493,4,587
19902,100,CAD,Settled,2024-07-02,2024-07-03,1570,1325,7,811
19903,53,GBP,Settled,2025-07-15,2025-07-16,874,331,2,136
19904,812,JPY,Settled,2025-06-02,2025-06-05,989,1864,5,927
19905,1,EUR,Settled,2025-04-09,2025-04-10,1454,651,7,899
19906,81,USD,Cleared,2024-08-24,2024-08-25,1955,104,6,55
19907,100,USD,Cleared,2025-06-15,2025-06-16,724,1502,3,721
19908,461,GBP,Settled,2024-10-27,2024-10-28,1914,1704,4,180
19909,225,JPY,Cleared,2024-01-11,2024-01-14,1987,1966,4,784
19910,51,JPY,Cleared,2024-07-13,2024-07-16,476,905,1,937
19911,260,CAD,Settled,2024-08-31,2024-09-01,1980,610,6,799
19912,342,JPY,Settled,2024-12-13,2024-12-14,1646,775,4,63
19913,10,GBP,Settled,2024-07-02,2024-07-03,1653,987,7,427
19914,9,USD,Cleared,2025-03-30,2025-04-01,1314,1235,6,739
19915,46,JPY,Settled,2024-04-24,2024-04-26,320,552,4,131
19916,716,EUR,Settled,2023-12-30,2024-01-01,437,107,2,328
19917,73,GBP,Cleared,2024-09-29,2024-10-02,1408,135,2,128
19918,42,USD,Settled,2024-08-14,2024-08-15,6,196,3,986
19919,53,JPY,Settled,2025-03-29,2025-04-01,1145,1297,3,938
19920,128,CAD,Cleared,2024-10-26,2024-10-28,814,309,3,497
19921,28,JPY,Settled,2024-11-16,2024-11-17,1764,422,6,785
19922,81,EUR,Settled,2024-10-14,2024-10-15,1984,1376,4,520
19923,33983,USD,Settled,2025-03-28,2025-03-29,1701,562,2,536
19924,93,USD,Settled,2024-05-17,2024-05-19,407,44,5,699
19925,3,CAD,Settled,2024-03-19,2024-03-21,1782,1285,5,85
19926,93,CAD,Settled,2024-11-05,2024-11-07,33,1853,3,401
19927,407,JPY,Settled,2024-12-31,2025-01-03,336,959,5,890
19928,18931,CAD,Cleared,2024-09-14,2024-09-15,1969,316,7,639
19929,41,EUR,Pending,2025-01-29,2025-02-01,1985,1850,6,334
19930,66,USD,Cleared,2025-06-09,2025-06-11,1244,1773,4,659
19931,171,USD,Settled,2024-09-15,2024-09-18,898,1406,6,667
19932,787,JPY,Settled,2023-10-17,2023-10-20,1043,471,2,781
19933,36,JPY,Settled,2025-02-22,2025-02-23,407,210,5,459
19934,575,USD,Cleared,2024-08-22,2024-08-24,602,1760,1,701
19935,59,EUR,Settled,2025-05-02,2025-05-04,357,174,7,633
19936,543,USD,Cleared,2024-06-01,2024-06-02,968,1256,6,608
19937,70,GBP,Settled,2024-09-11,2024-09-12,1246,1407,4,919
19938,31,JPY,Pending,2024-02-15,2024-02-16,849,169,6,447
19939,739,EUR,Cleared,2025-06-25,2025-06-26,693,651,7,466
19940,90,CAD,Settled,2025-05-16,2025-05-18,392,1627,5,324
19941,85,GBP,Settled,2024-02-07,2024-02-09,1141,1254,2,808
19942,759,CAD,Settled,2024-12-10,2024-12-11,1898,1512,1,666
19943,47,CAD,Settled,2024-08-06,2024-08-08,1275,1716,6,791
19944,680,CAD,Settled,2024-05-19,2024-05-22,1764,1161,6,785
19945,52,JPY,Settled,2025-02-23,2025-02-24,662,923,4,955
19946,41,JPY,Settled,2024-12-15,2024-12-18,171,233,4,363
19947,61,CAD,Settled,2025-04-06,2025-04-08,178,522,5,83
19948,32,JPY,Cleared,2024-12-09,2024-12-10,100,70,2,220
19949,526,GBP,Settled,2024-08-13,2024-08-15,159,335,2,239
19950,892,JPY,Settled,2024-09-16,2024-09-18,544,374,7,289
19951,837,EUR,Settled,2024-10-27,2024-10-30,887,919,4,979
19952,50,CAD,Settled,2024-12-20,2024-12-21,1322,829,2,453
19953,541,CAD,Cancelled,2025-03-04,2025-03-06,405,787,5,853
19954,536,JPY,Settled,2024-06-28,2024-06-29,235,1490,7,774
19955,89,USD,Cleared,2024-12-08,2024-12-09,1222,1018,6,632
19956,526,CAD,Settled,2025-04-21,2025-04-22,498,1289,5,75
19957,5,USD,Cleared,2025-03-31,2025-04-02,1455,1514,4,408
19958,45695,JPY,Cleared,2024-01-26,2024-01-28,320,110,4,131
19959,55,GBP,Settled,2024-12-31,2025-01-01,1312,427,5,837
19960,98,GBP,Settled,2024-07-22,2024-07-24,1873,1146,4,870
19961,13257,CAD,Settled,2024-04-02,2024-04-03,544,962,7,289
19962,24,EUR,Settled,2024-12-22,2024-12-23,437,150,2,328
19963,12903,USD,Settled,2025-05-13,2025-05-15,1956,368,3,303
19964,8,USD,Cancelled,2024-12-07,2024-12-08,918,856,1,297
19965,867,JPY,Cleared,2025-01-13,2025-01-14,1162,86,3,190
19966,559,CAD,Settled,2024-03-29,2024-03-31,215,858,7,908
19967,562,CAD,Settled,2025-03-27,2025-03-28,1382,1639,3,49
19968,2041,JPY,Settled,2025-03-30,2025-03-31,1640,1801,5,465
19969,699,USD,Settled,2024-11-14,2024-11-16,1818,1613,4,471
19970,6426,JPY,Cleared,2024-05-10,2024-05-11,783,695,3,921
19971,41424,USD,Settled,2024-09-05,2024-09-07,644,1702,5,202
19972,20070,GBP,Settled,2025-05-21,2025-05-22,230,1791,2,730
19973,992,GBP,Cancelled,2024-08-31,2024-09-02,1053,996,2,435
19974,67,USD,Settled,2025-06-17,2025-06-20,1211,527,1,733
19975,13,USD,Cleared,2024-05-17,2024-05-19,1437,1468,1,320
19976,43041,USD,Settled,2024-12-18,2024-12-20,1190,1237,7,385
19977,44,EUR,Cleared,2024-05-28,2024-05-29,576,1890,6,216
19978,35053,EUR,Settled,2025-02-10,2025-02-12,1719,922,3,407
19979,44497,GBP,Settled,2024-09-03,2024-09-06,519,1559,4,528
19980,28,USD,Settled,2025-01-07,2025-01-09,617,1605,6,423
19981,67,EUR,Cleared,2025-06-14,2025-06-15,744,1355,3,426
19982,64,EUR,Settled,2025-07-03,2025-07-06,1251,461,5,581
19983,72,GBP,Settled,2025-01-28,2025-01-29,940,805,2,81
19984,38,JPY,Settled,2025-04-22,2025-04-25,438,785,4,705
19985,2,USD,Cancelled,2025-03-03,2025-03-04,955,1025,6,751
19986,10,USD,Cleared,2024-09-20,2024-09-21,1151,1583,7,835
19987,824,GBP,Pending,2024-11-21,2024-11-22,1099,875,4,457
19988,38,JPY,Cancelled,2024-08-16,2024-08-18,741,556,4,224
19989,76,JPY,Settled,2024-08-15,2024-08-17,672,1172,4,509
19990,79,GBP,Cleared,2024-08-29,2024-08-31,1722,1006,2,692
19991,93,EUR,Cleared,2025-02-04,2025-02-06,1833,435,5,893
19992,38,EUR,Settled,2025-02-02,2025-02-05,360,1893,1,411
19993,100,JPY,Settled,2023-12-03,2023-12-06,191,1279,5,504
19994,62,CAD,Settled,2024-09-12,2024-09-13,1964,1234,5,479
19995,23978,JPY,Settled,2025-06-01,2025-06-02,1408,1714,2,128
19996,733,USD,Settled,2024-12-02,2024-12-05,408,565,7,46
19997,48125,CAD,Cancelled,2025-06-02,2025-06-03,115,1814,7,868
19998,19225,CAD,Cleared,2024-04-15,2024-04-16,133,1350,1,212
19999,388,EUR,Settled,2024-10-10,2024-10-13,1585,831,5,337
20000,229,USD,Settled,2024-12-09,2024-12-11,998,1739,4,494
20001,58,GBP,Cleared,2024-12-20,2024-12-22,1654,30,3,918
20002,93,USD,Settled,2025-03-13,2025-03-15,1677,868,1,759
20003,71,USD,Cleared,2025-02-23,2025-02-25,1174,135,2,440
20004,737,EUR,Failed,2024-12-31,2025-01-01,1222,1357,6,632
20005,13,GBP,Cleared,2025-05-25,2025-05-28,259,435,5,359
20006,44065,EUR,Cleared,2024-08-26,2024-08-28,1789,108,4,301
20007,76,USD,Settled,2025-03-10,2025-03-13,1703,1716,6,982
20008,100,CAD,Settled,2025-03-29,2025-04-01,497,1429,6,22
20009,17,GBP,Settled,2024-06-14,2024-06-16,191,1096,5,504
20010,39,GBP,Settled,2024-02-29,2024-03-01,1023,98,4,354
20011,713,CAD,Pending,2024-09-25,2024-09-26,9,700,5,222
20012,49,EUR,Settled,2025-04-21,2025-04-24,1217,1606,7,76
20013,87,JPY,Cleared,2025-06-22,2025-06-25,1979,1853,3,436
20014,63,GBP,Settled,2024-03-29,2024-03-30,1232,54,6,725
20015,69,JPY,Failed,2024-11-19,2024-11-22,1203,427,5,170
20016,828,JPY,Cleared,2025-01-03,2025-01-06,322,804,7,161
20017,39968,GBP,Settled,2025-05-12,2025-05-13,1305,928,7,77
20018,607,EUR,Settled,2024-07-05,2024-07-07,1274,507,5,988
20019,17289,GBP,Settled,2025-06-03,2025-06-04,437,485,2,328
20020,15153,GBP,Settled,2025-04-24,2025-04-25,1985,1357,6,334
20021,72,CAD,Cleared,2024-05-23,2024-05-24,329,1254,2,841
20022,337,GBP,Settled,2025-02-19,2025-02-21,1433,1773,4,776
20023,44,CAD,Settled,2025-03-18,2025-03-19,141,1836,3,522
20024,29000,JPY,Settled,2024-04-14,2024-04-16,440,79,4,145
20025,4,USD,Settled,2024-11-06,2024-11-07,1695,7,7,346
20026,6,USD,Cleared,2023-12-30,2024-01-01,642,468,1,515
20027,391,JPY,Settled,2024-03-01,2024-03-02,1732,1644,1,348
20028,19028,GBP,Settled,2025-03-06,2025-03-08,1833,1188,5,893
20029,3,CAD,Settled,2025-05-09,2025-05-12,269,48,1,366
20030,59,CAD,Settled,2025-01-09,2025-01-11,627,834,6,64
20031,89,JPY,Cleared,2025-03-01,2025-03-03,1479,1583,7,673
20032,82,GBP,Settled,2025-02-02,2025-02-04,1174,931,2,440
20033,26493,EUR,Settled,2024-07-28,2024-07-29,293,1538,3,186
20034,65,GBP,Settled,2024-07-09,2024-07-10,866,1377,1,746
20035,10154,JPY,Settled,2024-10-25,2024-10-28,1585,1951,5,337
20036,32,USD,Pending,2025-07-16,2025-07-17,1023,450,4,354
20037,36,JPY,Settled,2025-03-13,2025-03-15,1073,1071,1,340
20038,631,CAD,Settled,2025-02-02,2025-02-05,692,456,1,653
20039,25,CAD,Cleared,2024-12-04,2024-12-07,141,389,3,522
20040,85,CAD,Settled,2025-01-19,2025-01-21,1979,895,3,436
20041,10349,CAD,Settled,2024-07-10,2024-07-11,1306,1644,1,296
20042,49087,EUR,Cleared,2025-03-13,2025-03-16,1894,858,7,663
20043,36,JPY,Cleared,2024-06-27,2024-06-28,114,828,3,787
20044,428,JPY,Cleared,2024-06-12,2024-06-14,908,1787,2,680
20045,162,GBP,Pending,2025-01-02,2025-01-05,797,147,5,879
20046,58,JPY,Settled,2025-01-11,2025-01-14,1677,71,1,759
20047,93,CAD,Failed,2025-02-17,2025-02-19,1647,1751,5,747
20048,661,USD,Settled,2024-06-17,2024-06-18,1043,1208,2,781
20049,65,JPY,Settled,2025-02-04,2025-02-07,1745,1995,6,788
20050,77,USD,Cleared,2025-01-02,2025-01-03,811,525,4,824
20051,712,GBP,Settled,2024-08-22,2024-08-24,126,555,2,942
20052,65,CAD,Cleared,2025-05-22,2025-05-25,573,262,3,744
20053,41,JPY,Settled,2024-11-28,2024-11-30,918,1071,1,297
20054,92,CAD,Failed,2024-12-15,2024-12-18,1094,1386,5,39
20055,85,CAD,Pending,2024-11-07,2024-11-09,412,1930,3,860
20056,405,GBP,Pending,2023-12-27,2023-12-29,1494,318,1,113
20057,63,GBP,Cleared,2025-01-02,2025-01-03,413,1526,6,913
20058,30,CAD,Settled,2025-04-11,2025-04-13,1764,1456,6,785
20059,99,EUR,Settled,2024-09-07,2024-09-08,399,925,6,780
20060,49,EUR,Settled,2024-10-14,2024-10-15,215,1946,7,908
20061,24,USD,Settled,2025-06-10,2025-06-12,1754,1672,1,800
20062,41545,EUR,Settled,2024-07-04,2024-07-06,1642,785,4,474
20063,70,GBP,Settled,2025-03-27,2025-03-28,1466,717,2,421
20064,70,JPY,Settled,2024-10-23,2024-10-26,94,309,3,974
20065,526,JPY,Cleared,2023-12-03,2023-12-06,31,913,5,118
20066,31,CAD,Cleared,2024-10-25,2024-10-26,1291,1731,1,978
20067,53,EUR,Settled,2024-07-10,2024-07-12,324,641,5,485
20068,805,GBP,Cleared,2024-10-03,2024-10-04,730,185,2,387
20069,46412,GBP,Settled,2024-05-17,2024-05-19,1413,685,6,20
20070,548,EUR,Cleared,2025-04-07,2025-04-09,1562,1436,7,716
20071,72,USD,Settled,2024-09-07,2024-09-10,1062,1033,3,34
20072,28993,JPY,Settled,2024-05-08,2024-05-09,796,199,6,646
20073,710,USD,Settled,2025-03-26,2025-03-27,1169,1330,5,70
20074,51,JPY,Cleared,2024-05-07,2024-05-09,1394,712,7,315
20075,869,CAD,Settled,2025-06-22,2025-06-25,688,128,6,566
20076,253,EUR,Cleared,2024-10-19,2024-10-22,1803,1877,1,300
20077,100,GBP,Settled,2025-05-06,2025-05-08,1745,1752,6,788
20078,40,EUR,Cleared,2024-07-29,2024-07-30,1099,661,4,457
20079,6,GBP,Cleared,2024-09-21,2024-09-24,749,641,5,322
20080,48,USD,Cancelled,2025-01-14,2025-01-16,693,1939,7,466
20081,35,EUR,Cleared,2024-05-05,2024-05-08,1382,1516,3,49
20082,66,USD,Failed,2024-05-27,2024-05-28,1394,34,7,315
20083,52,CAD,Settled,2024-11-21,2024-11-23,539,1161,6,512
20084,327,GBP,Settled,2025-04-29,2025-05-01,1940,802,5,177
20085,100,USD,Failed,2025-07-10,2025-07-12,642,868,1,515
20086,44639,CAD,Cleared,2025-01-04,2025-01-06,1211,1778,1,733
20087,34976,CAD,Settled,2024-12-24,2024-12-27,1506,728,1,184
20088,42,GBP,Cancelled,2024-10-04,2024-10-06,1852,445,2,793
20089,6,CAD,Cleared,2025-02-25,2025-02-28,91,863,4,236
20090,16,USD,Settled,2024-12-28,2024-12-29,1799,1727,6,35
20091,3,CAD,Cleared,2024-01-31,2024-02-03,670,1903,7,881
20092,786,USD,Settled,2024-08-23,2024-08-24,1371,71,1,133
20093,87,JPY,Settled,2024-08-02,2024-08-05,1264,1340,6,94
